1.000000000000000000e+00	1.111221188954601313e+00
1.000000000000000000e+00	4.910683271972254849e-01
0.000000000000000000e+00	-5.853118949044903985e-02
1.000000000000000000e+00	6.795915042189299982e-01
0.000000000000000000e+00	-1.596679734332573097e-01
0.000000000000000000e+00	2.499964836315732297e-01
0.000000000000000000e+00	6.009699914653268138e-01
1.000000000000000000e+00	4.424087266178979294e-01
1.000000000000000000e+00	5.992056579950236772e-01
1.000000000000000000e+00	5.151263798429901453e-01
0.000000000000000000e+00	-3.368258056430108172e-02
0.000000000000000000e+00	3.566300299086716530e-01
0.000000000000000000e+00	2.322786239588379709e-01
1.000000000000000000e+00	5.478018729253536501e-01
1.000000000000000000e+00	2.459835522628429361e-01
0.000000000000000000e+00	2.553161610736784937e-01
1.000000000000000000e+00	9.300040403851732584e-01
1.000000000000000000e+00	8.383630991719228653e-01
0.000000000000000000e+00	-5.012272514224809239e-01
1.000000000000000000e+00	7.777744448832834001e-01
0.000000000000000000e+00	4.790223296057716240e-02
0.000000000000000000e+00	1.770001725702665674e-01
1.000000000000000000e+00	9.647286980913796217e-01
0.000000000000000000e+00	6.180354354350240387e-01
0.000000000000000000e+00	-1.904328567146507944e-01
0.000000000000000000e+00	2.664678164395698490e-01
1.000000000000000000e+00	7.197075741107181734e-01
0.000000000000000000e+00	-6.422916006526549482e-02
1.000000000000000000e+00	1.102277255758811192e+00
1.000000000000000000e+00	7.299498353027150666e-01
1.000000000000000000e+00	7.275876646171313133e-01
0.000000000000000000e+00	-3.371681425388167730e-01
1.000000000000000000e+00	7.636756505507154014e-01
1.000000000000000000e+00	6.636829420854944983e-01
1.000000000000000000e+00	8.306819989791778269e-01
1.000000000000000000e+00	3.564502904534715966e-01
1.000000000000000000e+00	8.200694626372686535e-01
1.000000000000000000e+00	1.059443457138515621e+00
0.000000000000000000e+00	-3.143780192191458767e-02
1.000000000000000000e+00	3.820494669665377985e-01
1.000000000000000000e+00	1.238629649604743088e+00
1.000000000000000000e+00	4.996389364676287470e-01
1.000000000000000000e+00	7.993263440176875401e-01
0.000000000000000000e+00	1.822145888570847472e-01
0.000000000000000000e+00	2.477269447195062924e-01
0.000000000000000000e+00	4.941423048774241655e-01
1.000000000000000000e+00	1.195544456797759114e+00
0.000000000000000000e+00	-1.691414215074614757e-01
1.000000000000000000e+00	5.530176187499605822e-01
1.000000000000000000e+00	9.418477546732280103e-01
1.000000000000000000e+00	6.536637588061617876e-01
0.000000000000000000e+00	3.123755276481877674e-01
0.000000000000000000e+00	3.884430241022004404e-01
0.000000000000000000e+00	6.517412357232440501e-01
0.000000000000000000e+00	5.635732132568093133e-01
1.000000000000000000e+00	8.837438985973675720e-01
0.000000000000000000e+00	3.164265608701503640e-01
1.000000000000000000e+00	7.245341993631060351e-01
1.000000000000000000e+00	1.042362207088815218e+00
1.000000000000000000e+00	1.843639527295293512e-01
1.000000000000000000e+00	1.592272023991124330e+00
1.000000000000000000e+00	6.329194815048572176e-01
0.000000000000000000e+00	-1.286678959680161161e-01
1.000000000000000000e+00	1.117735707573791704e+00
1.000000000000000000e+00	6.079606784558515553e-01
0.000000000000000000e+00	3.414864629718505906e-01
0.000000000000000000e+00	-2.456414835203847569e-01
0.000000000000000000e+00	4.765341846496840561e-01
0.000000000000000000e+00	-1.576048876237162166e-01
0.000000000000000000e+00	2.487529869426454154e-01
1.000000000000000000e+00	5.802561718410630398e-01
0.000000000000000000e+00	-1.804047392145527728e-01
1.000000000000000000e+00	4.173343619073508481e-01
1.000000000000000000e+00	6.680366337257264142e-01
0.000000000000000000e+00	2.673504163854562576e-01
1.000000000000000000e+00	6.632305133300575584e-01
0.000000000000000000e+00	-4.159766585113578441e-01
1.000000000000000000e+00	6.912373432558778230e-01
0.000000000000000000e+00	1.098741044109874249e-01
0.000000000000000000e+00	-5.112016753947339065e-02
0.000000000000000000e+00	2.021763987894688308e-01
1.000000000000000000e+00	1.181428376991356055e+00
0.000000000000000000e+00	-5.187047476926571338e-02
0.000000000000000000e+00	1.779112826809391146e-02
1.000000000000000000e+00	8.442015084006794234e-01
0.000000000000000000e+00	-9.202676427796231684e-02
0.000000000000000000e+00	5.453972538019364880e-01
0.000000000000000000e+00	3.568968268233323887e-02
0.000000000000000000e+00	-2.993431090336734490e-01
0.000000000000000000e+00	1.624410666090048694e-01
0.000000000000000000e+00	5.925226566727807009e-01
0.000000000000000000e+00	2.827715242482461422e-01
0.000000000000000000e+00	1.779750144340227769e-01
0.000000000000000000e+00	6.797918514972491888e-01
0.000000000000000000e+00	3.106316640387460359e-01
1.000000000000000000e+00	6.524167555008346664e-01
1.000000000000000000e+00	6.780700388704778980e-01
0.000000000000000000e+00	6.044225969103730889e-02
0.000000000000000000e+00	-1.562238116872518012e-01
0.000000000000000000e+00	1.914631132673169922e-01
0.000000000000000000e+00	-6.176127272320564021e-02
1.000000000000000000e+00	1.359564048267014380e+00
1.000000000000000000e+00	7.428357911062312136e-01
1.000000000000000000e+00	8.048934784020008726e-01
1.000000000000000000e+00	9.824801647815343264e-01
1.000000000000000000e+00	8.164363937753703615e-01
1.000000000000000000e+00	5.660142200562612302e-01
0.000000000000000000e+00	2.185258732466831832e-01
1.000000000000000000e+00	1.021431476155924445e+00
1.000000000000000000e+00	5.843547851084662792e-01
1.000000000000000000e+00	6.237347918412430303e-01
0.000000000000000000e+00	1.670454157601613809e-01
0.000000000000000000e+00	1.396351088071444979e-01
1.000000000000000000e+00	5.078611634873635428e-01
1.000000000000000000e+00	7.007448572051206970e-01
1.000000000000000000e+00	9.159527054278236990e-01
0.000000000000000000e+00	5.408145070622407680e-01
1.000000000000000000e+00	9.283379261445445785e-01
0.000000000000000000e+00	5.211497332220371703e-01
0.000000000000000000e+00	3.322303149832496194e-01
1.000000000000000000e+00	1.277687238837963646e+00
0.000000000000000000e+00	3.363418716837656697e-01
1.000000000000000000e+00	3.883219050062582944e-01
1.000000000000000000e+00	9.685008069736840142e-01
0.000000000000000000e+00	-1.002334829310237707e-01
1.000000000000000000e+00	1.115685815507488465e+00
1.000000000000000000e+00	5.497774344184302997e-01
0.000000000000000000e+00	8.692619726492388510e-02
0.000000000000000000e+00	-3.127854100457625464e-01
1.000000000000000000e+00	6.584609912100141127e-01
0.000000000000000000e+00	7.075776004572689182e-01
0.000000000000000000e+00	4.905981450882778705e-01
0.000000000000000000e+00	-3.426831276671676862e-01
0.000000000000000000e+00	3.396667460561706431e-01
0.000000000000000000e+00	6.789839938295301469e-02
